STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD...4,MANUAL_CHECK,CHEMICAL_ID,CHEMICAL_NAME,INCHIKEY_STANDARD...8,same_inchikey,Select_CHEMICAL_ID,Select_INCHIKEY,inchikey
Tri(isopropylfenyl) fosfat,Stressor,64532-95-2,LIPMRGQQBZJCTM-UHFFFAOYSA-N,NA,566,o-cumenyl phosphate,LIPMRGQQBZJCTM-UHFFFAOYSA-N,TRUE,566,LIPMRGQQBZJCTM-UHFFFAOYSA-N,LIPMRGQQBZJCTM-UHFFFAOYSA-N
Tripropylfosfat (TPrP),Stressor,513-08-6,RXPQRKFMDQNODS-UHFFFAOYSA-N,NA,595,tri-n-propyl phosphate,RXPQRKFMDQNODS-UHFFFAOYSA-N,TRUE,595,RXPQRKFMDQNODS-UHFFFAOYSA-N,RXPQRKFMDQNODS-UHFFFAOYSA-N
Heksametyldisiloksan (MM),Stressor,107-46-0,NA,NA,751,hexamethyldisiloxane,UQEAIHBTYFGYIE-UHFFFAOYSA-N,FALSE,751,UQEAIHBTYFGYIE-UHFFFAOYSA-N,UQEAIHBTYFGYIE-UHFFFAOYSA-N
Oktametyltrisiloksan (L3),Stressor,107-51-7,NA,NA,752,octamethyltrisiloxane,CXQXSVUQTKDNFP-UHFFFAOYSA-N,FALSE,752,CXQXSVUQTKDNFP-UHFFFAOYSA-N,CXQXSVUQTKDNFP-UHFFFAOYSA-N
Piperazin,Stressor,110-85-0,NA,NA,811,piperazine,GLUUGHFHXGJENI-UHFFFAOYSA-N,FALSE,811,GLUUGHFHXGJENI-UHFFFAOYSA-N,GLUUGHFHXGJENI-UHFFFAOYSA-N
"1,2-dibrometan",Stressor,106-93-4,NA,NA,741,"1,2-dibromoethane",PAAZPARNPHGIKF-UHFFFAOYSA-N,FALSE,741,PAAZPARNPHGIKF-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N
Glykol,Stressor,107-21-1,"LYCAIKOWRPUZTN-UHFFFAOYSA-N, AZHSSKPUVBVXLK-UHFFFAOYSA-N",NA,747,ethylene glycol,LYCAIKOWRPUZTN-UHFFFAOYSA-N,FALSE,747,LYCAIKOWRPUZTN-UHFFFAOYSA-,LYCAIKOWRPUZTN-UHFFFAOYSA-N
"N,N-Dimetyldodecylamin",Stressor,112-18-5,"YWFWDNVOPHGWMX-UHFFFAOYSA-N, UBNVDFUEPGQZQS-UHFFFAOYSA-N, PGQAXGHQYGXVDC-UHFFFAOYSA-N, WVXRAFOPTSTNLL-UHFFFAOYSA-N, DLFDEDJIVYYWTB-UHFFFAOYSA-N",NA,858,"n,n-dimethyldodecylamine",YWFWDNVOPHGWMX-UHFFFAOYSA-N,FALSE,858,YWFWDNVOPHGWMX-UHFFFAOYSA-N,YWFWDNVOPHGWMX-UHFFFAOYSA-N
2-Amino-2-metylpropanol,Stressor,124-68-5,NA,NA,1006,2-amino-2-methyl-1-propanol,CBTVGIZVANVGBH-UHFFFAOYSA-N,FALSE,1006,CBTVGIZVANVGBH-UHFFFAOYSA-N,CBTVGIZVANVGBH-UHFFFAOYSA-N
"trans-1,2-dikloreten",Stressor,156-60-5,"KFUSEUYYWQURPO-OWOJBTEDSA-N, KFUSEUYYWQURPO-UHFFFAOYSA-N",NA,1191,"trans-1,2-dichloroethylene",KFUSEUYYWQURPO-OWOJBTEDSA-N,FALSE,1191,KFUSEUYYWQURPO-OWOJBTEDSA-N,KFUSEUYYWQURPO-OWOJBTEDSA-N
Monoetanolamin,Stressor,141-43-5,NA,NA,1120,ethanolamine,HZAXFHJVJLSVMW-UHFFFAOYSA-N,FALSE,1120,HZAXFHJVJLSVMW-UHFFFAOYSA-N,HZAXFHJVJLSVMW-UHFFFAOYSA-O
N-nitrosodietylamin,Stressor,55-18-5,NA,NA,1666,n-nitrosodiethylamine,WBNQDOYYEUMPFS-UHFFFAOYSA-N,FALSE,1666,WBNQDOYYEUMPFS-UHFFFAOYSA-N,WBNQDOYYEUMPFS-UHFFFAOYSA-N
Dicyandiamid,Stressor,461-58-5,NA,NA,1553,dicyandiamide,QGBSISYHAICWAH-UHFFFAOYSA-N,FALSE,1553,QGBSISYHAICWAH-UHFFFAOYSA-N,QGBSISYHAICWAH-UHFFFAOYSA-N
N-Nitrosodipropylamin,Stressor,621-64-7,NA,NA,1777,n-nitrosodipropylamine,YLKFDHTUAUWZPQ-UHFFFAOYSA-N,FALSE,1777,YLKFDHTUAUWZPQ-UHFFFAOYSA-N,YLKFDHTUAUWZPQ-UHFFFAOYSA-N
N-nitrosodimetylamin,Stressor,62-75-9,NA,NA,1789,n-nitrosodimethylamine,UMFJAHHVKNCGLG-UHFFFAOYSA-N,FALSE,1789,UMFJAHHVKNCGLG-UHFFFAOYSA-N,UMFJAHHVKNCGLG-UHFFFAOYSA-N
"1H,1H,2H,2H-perfluoroktanol (6:2 FTOH)",Stressor,647-42-7,GRJRKPMIRMSBNK-UHFFFAOYSA-N,NA,1819,2-(perfluorohexyl)ethanol,GRJRKPMIRMSBNK-UHFFFAOYSA-N,TRUE,1819,GRJRKPMIRMSBNK-UHFFFAOYSA-N,GRJRKPMIRMSBNK-UHFFFAOYSA-N
"1H,1H,2H,2H-perfluordekanol (8:2 FTOH)",Stressor,678-39-7,"JJUBFBTUBACDHW-UHFFFAOYSA-N, PAOXFRSJRCGJLV-UHFFFAOYSA-N",NA,1853,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecan-1-ol",JJUBFBTUBACDHW-UHFFFAOYSA-N,FALSE,1853,JJUBFBTUBACDHW-UHFFFAOYSA-N,JJUBFBTUBACDHW-UHFFFAOYSA-N
"N,N-Dimetylheksadecylamin",Stressor,112-69-6,NHLUVTZJQOJKCC-UHFFFAOYSA-N,NA,14301,"n,n-dimethylhexadecylamine",NHLUVTZJQOJKCC-UHFFFAOYSA-N,TRUE,14301,NHLUVTZJQOJKCC-UHFFFAOYSA-N,NHLUVTZJQOJKCC-UHFFFAOYSA-N
Cyanid,Stressor,57-12-5,"XFXPMWWXUTWYJX-UHFFFAOYSA-N, LELOWRISYMNNSU-UHFFFAOYSA-N",NA,13890,cyanide,XFXPMWWXUTWYJX-UHFFFAOYSA-N,FALSE,13890,XFXPMWWXUTWYJX-UHFFFAOYSA-N,XFXPMWWXUTWYJX-UHFFFAOYSA-N
Triklormetan,Stressor,67-66-3,HEDRZPFGACZZDS-UHFFFAOYSA-N,NA,13621,chloroform,HEDRZPFGACZZDS-UHFFFAOYSA-N,TRUE,13621,HEDRZPFGACZZDS-UHFFFAOYSA-N,HEDRZPFGACZZDS-UHFFFAOYSA-N
Heksakloretan,Stressor,67-72-1,"VHHHONWQHHHLTI-UHFFFAOYSA-N, HVBTWDKMYVAGPW-UHFFFAOYSA-N",NA,13622,hexachloroethane,VHHHONWQHHHLTI-UHFFFAOYSA-N,FALSE,13622,VHHHONWQHHHLTI-UHFFFAOYSA-N,VHHHONWQHHHLTI-UHFFFAOYSA-N
Pentabromtoluen,Stressor,87-83-2,"OZHJEQVYCBTHJT-UHFFFAOYSA-N, SAIHFYJUJSQRRU-UHFFFAOYSA-N",NA,13943,pentabromotoluene,OZHJEQVYCBTHJT-UHFFFAOYSA-N,FALSE,13943,OZHJEQVYCBTHJT-UHFFFAOYSA-N,OZHJEQVYCBTHJT-UHFFFAOYSA-N
Acetat,Stressor,71-50-1,QTBSBXVTEAMEQO-UHFFFAOYSA-M,NA,13665,acetate,QTBSBXVTEAMEQO-UHFFFAOYSA-M,TRUE,13665,QTBSBXVTEAMEQO-UHFFFAOYSA-M,QTBSBXVTEAMEQO-UHFFFAOYSA-M
"1,1,1-Trikloretan",Stressor,71-55-6,UOCLXMDMGBRAIB-UHFFFAOYSA-N,NA,13666,"1,1,1-trichloroethane",UOCLXMDMGBRAIB-UHFFFAOYSA-N,TRUE,13666,UOCLXMDMGBRAIB-UHFFFAOYSA-N,UOCLXMDMGBRAIB-UHFFFAOYSA-N
"N,N-Dimetyloktylamin",Stressor,7378-99-6,UQKAOOAFEFCDGT-UHFFFAOYSA-N,NA,1911,"n,n-dimethyloctylamine",UQKAOOAFEFCDGT-UHFFFAOYSA-N,TRUE,1911,UQKAOOAFEFCDGT-UHFFFAOYSA-N,UQKAOOAFEFCDGT-UHFFFAOYSA-N
Metan,Stressor,74-82-8,VNWKTOKETHGBQD-UHFFFAOYSA-N,NA,13693,methane,VNWKTOKETHGBQD-UHFFFAOYSA-N,TRUE,13693,VNWKTOKETHGBQD-UHFFFAOYSA-N,VNWKTOKETHGBQD-UHFFFAOYSA-N
Kloretylen,Stressor,75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,NA,13708,vinyl chloride,BZHJMEDXRYGGRV-UHFFFAOYSA-N,TRUE,13708,BZHJMEDXRYGGRV-UHFFFAOYSA-N,BZHJMEDXRYGGRV-UHFFFAOYSA-N
Diklormetan,Stressor,75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,NA,13714,dichloromethane,YMWUJEATGCHHMB-UHFFFAOYSA-N,TRUE,13714,YMWUJEATGCHHMB-UHFFFAOYSA-N,YMWUJEATGCHHMB-UHFFFAOYSA-N
Trietylfosfat (TEP),Stressor,78-40-0,"DQWPFSLDHJDLRL-UHFFFAOYSA-N, CVOQYKPWIVSMDC-UHFFFAOYSA-L",NA,1972,triethyl phosphate,DQWPFSLDHJDLRL-UHFFFAOYSA-N,FALSE,1972,DQWPFSLDHJDLRL-UHFFFAOYSA-N,DQWPFSLDHJDLRL-UHFFFAOYSA-N
Formaldehyd,Stressor,50-00-0,WSFSSNUMVMOOMR-UHFFFAOYSA-N,NA,13430,formaldehyde,WSFSSNUMVMOOMR-UHFFFAOYSA-N,TRUE,13430,WSFSSNUMVMOOMR-UHFFFAOYSA-N,WSFSSNUMVMOOMR-UHFFFAOYSA-N
Trifluoretanol,Stressor,75-89-8,"RHQDFWAXVIIEBN-UHFFFAOYSA-N, KNPGNOMTGNFVHN-UHFFFAOYSA-N, UWHSOAQTULYJLH-UHFFFAOYSA-N",NA,13744,"2,2,2-trifluoroethanol",RHQDFWAXVIIEBN-UHFFFAOYSA-N,FALSE,13744,RHQDFWAXVIIEBN-UHFFFAOYSA-N,RHQDFWAXVIIEBN-UHFFFAOYSA-N
Trifluoreddiksyre,Stressor,76-05-1,"DTQVDTLACAAQTR-UHFFFAOYSA-N, DTQVDTLACAAQTR-UHFFFAOYSA-M",NA,13751,trifluoroacetic acid,DTQVDTLACAAQTR-UHFFFAOYSA-N,FALSE,13751,DTQVDTLACAAQTR-UHFFFAOYSA-N,DTQVDTLACAAQTR-UHFFFAOYSA-N
Tri-o-kresylfosfat (ToCrP),Stressor,78-30-8,"YSMRWXYRXBRSND-UHFFFAOYSA-N, HDHTTWLQAIUNEA-UHFFFAOYSA-N, BOSMZFBHAYFUBJ-UHFFFAOYSA-N",NA,13786,tri-o-cresyl phosphate,YSMRWXYRXBRSND-UHFFFAOYSA-N,FALSE,13786,YSMRWXYRXBRSND-UHFFFAOYSA-N,YSMRWXYRXBRSND-UHFFFAOYSA-N
"1,2-dikloretan",Stressor,107-06-2,"WSLDOOZREJYCGB-UHFFFAOYSA-N, UTLUBBFIVPRZFF-UHFFFAOYSA-N",NA,14119,"1,2-dichloroethane",WSLDOOZREJYCGB-UHFFFAOYSA-N,FALSE,14119,WSLDOOZREJYCGB-UHFFFAOYSA-N,WSLDOOZREJYCGB-UHFFFAOYSA-N
"1,1,2-Trikloretan",Stressor,79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,NA,13811,"1,1,2-trichloroethane",UBOXGVDOUJQMTN-UHFFFAOYSA-N,TRUE,13811,UBOXGVDOUJQMTN-UHFFFAOYSA-N,UBOXGVDOUJQMTN-UHFFFAOYSA-N
"1,1,2-Trikloreten",Stressor,79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,NA,13812,trichloroethylene,XSTXAVWGXDQKEL-UHFFFAOYSA-N,TRUE,13812,XSTXAVWGXDQKEL-UHFFFAOYSA-N,XSTXAVWGXDQKEL-UHFFFAOYSA-N
"1,1,2,2-Tetrakloretan",Stressor,79-34-5,QPFMBZIOSGYJDE-UHFFFAOYSA-N,NA,13827,"1,1,2,2-tetrachloroethane",QPFMBZIOSGYJDE-UHFFFAOYSA-N,TRUE,13827,QPFMBZIOSGYJDE-UHFFFAOYSA-N,QPFMBZIOSGYJDE-UHFFFAOYSA-N
Karbontetraklorid,Stressor,56-23-5,VZGDMQKNWNREIO-UHFFFAOYSA-N,NA,13867,carbon tetrachloride,VZGDMQKNWNREIO-UHFFFAOYSA-N,TRUE,13867,VZGDMQKNWNREIO-UHFFFAOYSA-N,VZGDMQKNWNREIO-UHFFFAOYSA-N
N-nitrosodibutylamin,Stressor,924-16-3,NA,NA,2140,n-nitrosodibutylamine,YGJHZCLPZAZIHH-UHFFFAOYSA-N,FALSE,2140,YGJHZCLPZAZIHH-UHFFFAOYSA-N,YGJHZCLPZAZIHH-UHFFFAOYSA-N
N-nitrosopyrrolidin,Stressor,930-55-2,NA,NA,2149,1-nitrosopyrrolidine,WNYADZVDBIBLJJ-UHFFFAOYSA-N,FALSE,2149,WNYADZVDBIBLJJ-UHFFFAOYSA-N,WNYADZVDBIBLJJ-UHFFFAOYSA-N
"2,3,6-trimetylnaftalen",Stressor,829-26-5,NA,NA,16095,"2,3,6-trimethylnaphthalene",UNBZRJCHIWTUHB-UHFFFAOYSA-N,FALSE,16095,UNBZRJCHIWTUHB-UHFFFAOYSA-N,UNBZRJCHIWTUHB-UHFFFAOYSA-N
Sum HCH (må spesifiseres),Stressor,608-73-1,NA,NA,16508,Lindane,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,FALSE,16508,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,JLYXXMFPNIAWKQ-UHFFFAOYSA-N
Metyl tert-butyleter,Stressor,1634-04-4,BZLVMXJERCGZMT-UHFFFAOYSA-N,NA,16879,tert-butyl methyl ether,BZLVMXJERCGZMT-UHFFFAOYSA-N,TRUE,16879,BZLVMXJERCGZMT-UHFFFAOYSA-N,BZLVMXJERCGZMT-UHFFFAOYSA-N
"Dibenzo[a,i]pyren",Stressor,189-55-9,TUGYIJVAYAHHHM-UHFFFAOYSA-N,NA,15628,benzo[rst]pentaphene,TUGYIJVAYAHHHM-UHFFFAOYSA-N,TRUE,15628,TUGYIJVAYAHHHM-UHFFFAOYSA-N,TUGYIJVAYAHHHM-UHFFFAOYSA-N
Benzo[ghi]fluoranten,Stressor,203-12-3,YEIHPPOCKIHUQJ-UHFFFAOYSA-N,NA,15633,benzo[ghi]fluoranthene,YEIHPPOCKIHUQJ-UHFFFAOYSA-N,TRUE,15633,YEIHPPOCKIHUQJ-UHFFFAOYSA-N,YEIHPPOCKIHUQJ-UHFFFAOYSA-N
cis-Klordan,Stressor,5103-71-9,"BIWJNBZANLAXMG-KMMBHOGFSA-N, BIWJNBZANLAXMG-UHFFFAOYSA-N",NA,18251,"(1r,2s,3r,4s,6s,7s)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.0~2,6~]dec-8-ene",BIWJNBZANLAXMG-KMMBHOGFSA-N,FALSE,18251,BIWJNBZANLAXMG-KMMBHOGFSA-N,BIWJNBZANLAXMG-KMMBHOGFSA-N
trans-Klordan,Stressor,5103-74-2,"BIWJNBZANLAXMG-MPPHZFHBSA-N, BIWJNBZANLAXMG-MRTOWHRVSA-N, JBZJEPYXXVKOKF-BATNPBMPSA-N, BIWJNBZANLAXMG-UHFFFAOYSA-N",NA,18253,"(1r,2s,3r,4r,6s,7s)-1,3,4,7,8,9,10,10-octachlorotricyclo[5.2.1.0~2,6~]dec-8-ene",BIWJNBZANLAXMG-MPPHZFHBSA-N,FALSE,18253,BIWJNBZANLAXMG-MPPHZFHBSA-N,BIWJNBZANLAXMG-MPPHZFHBSA-N
"2-butyl-2,3-dihydrobenzisotiazol-3-on",Stressor,4299-07-4,LUYIHWDYPAZCNN-UHFFFAOYSA-N,NA,18096,"2-butyl-1,2-benzothiazol-3-one",LUYIHWDYPAZCNN-UHFFFAOYSA-N,TRUE,18096,LUYIHWDYPAZCNN-UHFFFAOYSA-N,LUYIHWDYPAZCNN-UHFFFAOYSA-N
Dioktyltinndiklorid,Stressor,3542-36-7,NA,NA,17857,di-n-octyltin dichloride,SBOSGIJGEHWBKV-UHFFFAOYSA-L,FALSE,17857,SBOSGIJGEHWBKV-UHFFFAOYSA-L,SBOSGIJGEHWBKV-UHFFFAOYSA-L
N-nitrosodietanolamin,Stressor,1116-54-7,NA,NA,17332,n-nitrosodiethanolamine,YFCDLVPYFMHRQZ-UHFFFAOYSA-N,FALSE,17332,YFCDLVPYFMHRQZ-UHFFFAOYSA-N,YFCDLVPYFMHRQZ-UHFFFAOYSA-N
"1,2,4-trimetylnaftalen",Stressor,2717-42-2,NA,NA,17811,"1,2,4-trimethylnaphthalene",JCNGSJUYPCVGAM-UHFFFAOYSA-N,FALSE,17811,JCNGSJUYPCVGAM-UHFFFAOYSA-N,JCNGSJUYPCVGAM-UHFFFAOYSA-N
Oktaklornaftalen,Stressor,2234-13-1,"RTNLUFLDZOAXIC-UHFFFAOYSA-N, VYIFCKJIALFJDA-NSHDSACASA-N",NA,17245,octachloronaphthalene,RTNLUFLDZOAXIC-UHFFFAOYSA-N,FALSE,17245,RTNLUFLDZOAXIC-UHFFFAOYSA-N,RTNLUFLDZOAXIC-UHFFFAOYSA-N
alfa-Terpineol,Stressor,10482-56-1,NA,NA,19757,(-)-alpha-terpineol,WUOACPNHFRMFPN-SECBINFHSA-N,FALSE,19757,WUOACPNHFRMFPN-SECBINFHSA-N,WUOACPNHFRMFPN-SECBINFHSA-N
N-nitrosometyletylamin,Stressor,10595-95-6,NA,NA,19774,n-nitrosomethylethylamine,RTDCJKARQCRONF-UHFFFAOYSA-N,FALSE,19774,RTDCJKARQCRONF-UHFFFAOYSA-N,RTDCJKARQCRONF-UHFFFAOYSA-N
Tellur,Stressor,13494-80-9,PORWMNRCUJJQNO-UHFFFAOYSA-N,NA,20088,tellurium,PORWMNRCUJJQNO-UHFFFAOYSA-N,TRUE,20088,PORWMNRCUJJQNO-UHFFFAOYSA-N,PORWMNRCUJJQNO-UHFFFAOYSA-N
alfa-Pinen,Stressor,7785-70-8,"GRWFGVWFFZKLTI-RKDXNWHRSA-N, GRWFGVWFFZKLTI-UHFFFAOYSA-N, GRWFGVWFFZKLTI-YGPZHTELSA-N, VKGRCJYDWOYLKC-UHFFFAOYSA-N",NA,19232,"(1R,5R)-2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",GRWFGVWFFZKLTI-RKDXNWHRSA-N,FALSE,19232,GRWFGVWFFZKLTI-RKDXNWHRSA-N,GRWFGVWFFZKLTI-RKDXNWHRSA-N
Dysprosium,Stressor,7429-91-6,KBQHZAAAGSGFKK-UHFFFAOYSA-N,NA,18967,dysprosium,KBQHZAAAGSGFKK-UHFFFAOYSA-N,TRUE,18967,KBQHZAAAGSGFKK-UHFFFAOYSA-N,KBQHZAAAGSGFKK-UHFFFAOYSA-N
Palladium,Stressor,7440-05-3,"KDLHZDBZIXYQEI-UHFFFAOYSA-N, ZYYXZPVKIGQVCS-UHFFFAOYSA-L, OKPUICCJRDBRJT-UHFFFAOYSA-N, NXJCBFBQEVOTOW-UHFFFAOYSA-L",NA,18980,palladium,KDLHZDBZIXYQEI-UHFFFAOYSA-N,FALSE,18980,KDLHZDBZIXYQEI-UHFFFAOYSA-N,KDLHZDBZIXYQEI-UHFFFAOYSA-N
Platina,Stressor,7440-06-4,BASFCYQUMIYNBI-UHFFFAOYSA-N,NA,18981,platinum,BASFCYQUMIYNBI-UHFFFAOYSA-N,TRUE,18981,BASFCYQUMIYNBI-UHFFFAOYSA-N,BASFCYQUMIYNBI-UHFFFAOYSA-N
Praseodym,Stressor,7440-10-0,PUDIUYLPXJFUGB-UHFFFAOYSA-N,NA,18984,praseodymium,PUDIUYLPXJFUGB-UHFFFAOYSA-N,TRUE,18984,PUDIUYLPXJFUGB-UHFFFAOYSA-N,PUDIUYLPXJFUGB-UHFFFAOYSA-N
Rhodium,Stressor,7440-16-6,MHOVAHRLVXNVSD-UHFFFAOYSA-N,NA,18987,rhodium,MHOVAHRLVXNVSD-UHFFFAOYSA-N,TRUE,18987,MHOVAHRLVXNVSD-UHFFFAOYSA-N,MHOVAHRLVXNVSD-UHFFFAOYSA-N
Terbium,Stressor,7440-27-9,GZCRRIHWUXGPOV-UHFFFAOYSA-N,NA,18997,terbium,GZCRRIHWUXGPOV-UHFFFAOYSA-N,TRUE,18997,GZCRRIHWUXGPOV-UHFFFAOYSA-N,GZCRRIHWUXGPOV-UHFFFAOYSA-N
Thorium-232,Stressor,7440-29-1,NA,NA,18999,thorium,ZSLUVFAKFWKJRC-UHFFFAOYSA-N,FALSE,18999,ZSLUVFAKFWKJRC-UHFFFAOYSA-N,NA
Thulium,Stressor,7440-30-4,FRNOGLGSGLTDKL-UHFFFAOYSA-N,NA,19000,thulium,FRNOGLGSGLTDKL-UHFFFAOYSA-N,TRUE,19000,FRNOGLGSGLTDKL-UHFFFAOYSA-N,FRNOGLGSGLTDKL-UHFFFAOYSA-N
Erbium,Stressor,7440-52-0,UYAHIZSMUZPPFV-UHFFFAOYSA-N,NA,19013,erbium,UYAHIZSMUZPPFV-UHFFFAOYSA-N,TRUE,19013,UYAHIZSMUZPPFV-UHFFFAOYSA-N,UYAHIZSMUZPPFV-UHFFFAOYSA-N
Europium,Stressor,7440-53-1,OGPBJKLSAFTDLK-UHFFFAOYSA-N,NA,19014,europium,OGPBJKLSAFTDLK-UHFFFAOYSA-N,TRUE,19014,OGPBJKLSAFTDLK-UHFFFAOYSA-N,OGPBJKLSAFTDLK-UHFFFAOYSA-N
Gadolinium,Stressor,7440-54-2,UIWYJDYFSGRHKR-UHFFFAOYSA-N,NA,19015,gadolinium,UIWYJDYFSGRHKR-UHFFFAOYSA-N,TRUE,19015,UIWYJDYFSGRHKR-UHFFFAOYSA-N,UIWYJDYFSGRHKR-UHFFFAOYSA-N
Germanium,Stressor,7440-56-4,NA,NA,19017,germanium,GNPVGFCGXDBREM-UHFFFAOYSA-N,FALSE,19017,GNPVGFCGXDBREM-UHFFFAOYSA-N,GNPVGFCGXDBREM-UHFFFAOYSA-N
Hafnium,Stressor,7440-58-6,VBJZVLUMGGDVMO-UHFFFAOYSA-N,NA,19019,hafnium,VBJZVLUMGGDVMO-UHFFFAOYSA-N,TRUE,19019,VBJZVLUMGGDVMO-UHFFFAOYSA-N,VBJZVLUMGGDVMO-UHFFFAOYSA-N
Uran-238,Stressor,7440-61-1,JFALSRSLKYAFGM-UHFFFAOYSA-N,NA,19021,uranium,JFALSRSLKYAFGM-UHFFFAOYSA-N,TRUE,19021,JFALSRSLKYAFGM-UHFFFAOYSA-N,JFALSRSLKYAFGM-UHFFFAOYSA-N
Dibutylfenylfosfat (DBPhP),Stressor,2528-36-1,YICSVBJRVMLQNS-UHFFFAOYSA-N,NA,18669,dibutyl phenyl phosphate,YICSVBJRVMLQNS-UHFFFAOYSA-N,TRUE,18669,YICSVBJRVMLQNS-UHFFFAOYSA-N,YICSVBJRVMLQNS-UHFFFAOYSA-N
"2,4'-Bisfenol S",Stressor,5397-34-2,LROZSPADHSXFJA-UHFFFAOYSA-N,NA,19353,2-(4-hydroxyphenyl)sulfonylphenol,LROZSPADHSXFJA-UHFFFAOYSA-N,TRUE,19353,LROZSPADHSXFJA-UHFFFAOYSA-N,LROZSPADHSXFJA-UHFFFAOYSA-N
PCB183,Stressor,52663-69-1,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,NA,22414,"2,2',3,4,4',5',6-heptachlorobiphenyl",KQBFUDNJKCZEDQ-UHFFFAOYSA-N,TRUE,22414,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,KQBFUDNJKCZEDQ-UHFFFAOYSA-N
PCB141,Stressor,52712-04-6,UCLKLGIYGBLTSM-UHFFFAOYSA-N,NA,22424,"2,2',3,4,5,5'-hexachlorobiphenyl",UCLKLGIYGBLTSM-UHFFFAOYSA-N,TRUE,22424,UCLKLGIYGBLTSM-UHFFFAOYSA-N,UCLKLGIYGBLTSM-UHFFFAOYSA-N
PCB194,Stressor,35694-08-7,DTMRKGRREZAYAP-UHFFFAOYSA-N,NA,21833,"2,2',3,3',4,4',5,5'-octachlorobiphenyl",DTMRKGRREZAYAP-UHFFFAOYSA-N,TRUE,21833,DTMRKGRREZAYAP-UHFFFAOYSA-N,DTMRKGRREZAYAP-UHFFFAOYSA-N
PCB44,Stressor,41464-39-5,NA,NA,22887,"2,2',3,5'-tetrachlorobiphenyl",ALDJIKXAHSDLLB-UHFFFAOYSA-N,FALSE,22887,ALDJIKXAHSDLLB-UHFFFAOYSA-N,ALDJIKXAHSDLLB-UHFFFAOYSA-N
"1,2-Bis(2,4,6-tribromfenoksy)etan",Stressor,37853-59-1,"YATIGPZCMOYEGE-UHFFFAOYSA-N, IXWZVJGXCJYNTQ-UHFFFAOYSA-N, LGPWAAYOCNWIEI-UHFFFAOYSA-N",NA,22684,"1,2-bis(2,4,6-tribromophenoxy)ethane",YATIGPZCMOYEGE-UHFFFAOYSA-N,FALSE,22684,YATIGPZCMOYEGE-UHFFFAOYSA-N,YATIGPZCMOYEGE-UHFFFAOYSA-N
PCB146,Stressor,51908-16-8,NA,NA,22364,"2,2',3,4',5,5'-hexachlorobiphenyl",BQHCQAQLTCQFJZ-UHFFFAOYSA-N,FALSE,22364,BQHCQAQLTCQFJZ-UHFFFAOYSA-N,BQHCQAQLTCQFJZ-UHFFFAOYSA-N
PCB95,Stressor,38379-99-6,NA,NA,22702,"2,2',3,5',6-pentachlorobiphenyl",GXNNLIMMEXHBKV-UHFFFAOYSA-N,FALSE,22702,GXNNLIMMEXHBKV-UHFFFAOYSA-N,GXNNLIMMEXHBKV-UHFFFAOYSA-N
PCB110,Stressor,38380-03-9,NA,NA,22705,"2,3,3',4',6-pentachlorobiphenyl",ARXHIJMGSIYYRZ-UHFFFAOYSA-N,FALSE,22705,ARXHIJMGSIYYRZ-UHFFFAOYSA-N,ARXHIJMGSIYYRZ-UHFFFAOYSA-N
PCB149,Stressor,38380-04-0,LKHLFUVHHXCNJH-UHFFFAOYSA-N,NA,22706,"2,2',3,4',5',6-hexachlorobiphenyl",LKHLFUVHHXCNJH-UHFFFAOYSA-N,TRUE,22706,LKHLFUVHHXCNJH-UHFFFAOYSA-N,LKHLFUVHHXCNJH-UHFFFAOYSA-N
PCB174,Stressor,38411-25-5,NA,NA,22711,"2,2',3,3',4,5,6'-heptachlorobiphenyl",ZDLMBNHYTPHDLF-UHFFFAOYSA-N,FALSE,22711,ZDLMBNHYTPHDLF-UHFFFAOYSA-N,ZDLMBNHYTPHDLF-UHFFFAOYSA-N
PCB26,Stressor,38444-81-4,NA,NA,22714,"2,3',5-trichlorobiphenyl",ONNCPBRWFSKDMQ-UHFFFAOYSA-N,FALSE,22714,ONNCPBRWFSKDMQ-UHFFFAOYSA-N,ONNCPBRWFSKDMQ-UHFFFAOYSA-N
PCB33,Stressor,38444-86-9,RIMXLXBUOQMDHV-UHFFFAOYSA-N,NA,22717,"2,3',4'-trichlorobiphenyl",RIMXLXBUOQMDHV-UHFFFAOYSA-N,TRUE,22717,RIMXLXBUOQMDHV-UHFFFAOYSA-N,RIMXLXBUOQMDHV-UHFFFAOYSA-N
