STRESSOR_NAME,DATA_TYPE,CAS_RN,INCHIKEY_STANDARD,MANUAL_CHECK,NOTE,NEW,Frequency
Magnesium,NA,CAS_7439-95-4,FYYHWMGAXLPEAU-UHFFFAOYSA-N,NA,NA,NA,NA
Mangan,NA,CAS_7439-96-5,PWHULOQIROXLJO-UHFFFAOYSA-N,NA,NA,NA,NA
Kvikksølv,NA,CAS_7439-97-6,QSHDDOUJBYECFT-UHFFFAOYSA-N,NA,NA,NA,NA
Molybden,NA,CAS_7439-98-7,ZOKXTWBITQBERF-UHFFFAOYSA-N,NA,NA,NA,NA
Neodym,NA,CAS_7440-00-8,QEFYFXOXNSNQGX-UHFFFAOYSA-N,NA,NA,NA,NA
Nikkel,NA,CAS_7440-02-0,PXHVJJICTQNCMI-UHFFFAOYSA-N,NA,NA,NA,NA
Niob,NA,CAS_7440-03-1,GUCVJGMIXFAOAE-UHFFFAOYSA-N,NA,NA,NA,NA
Palladium,NA,CAS_7440-05-3,KDLHZDBZIXYQEI-UHFFFAOYSA-N,NA,NA,NA,NA
Platina,NA,CAS_7440-06-4,BASFCYQUMIYNBI-UHFFFAOYSA-N,NA,NA,NA,NA
Kalium,NA,CAS_7440-09-7,ZLMJMSJWJFRBEC-UHFFFAOYSA-N,NA,NA,NA,NA
Praseodym,NA,CAS_7440-10-0,PUDIUYLPXJFUGB-UHFFFAOYSA-N,NA,NA,NA,NA
Radium-226,NA,CAS_7440-14-4,HCWPIIXVSYCSAN-IGMARMGPSA-N,NA,NA,NA,NA
Rhodium,NA,CAS_7440-16-6,MHOVAHRLVXNVSD-UHFFFAOYSA-N,NA,NA,NA,NA
Rubidium,NA,CAS_7440-17-7,IGLNJRXAVVLDKE-UHFFFAOYSA-N,NA,NA,NA,NA
Samarium,NA,CAS_7440-19-9,KZUNJOHGWZRPMI-UHFFFAOYSA-N,NA,NA,NA,NA
Scandium,NA,CAS_7440-20-2,SIXSYDAISGFNSX-UHFFFAOYSA-N,NA,NA,NA,NA
Silisium,NA,CAS_7440-21-3,XUIMIQQOPSSXEZ-UHFFFAOYSA-N,NA,NA,NA,NA
Sølv,NA,CAS_7440-22-4,BQCADISMDOOEFD-UHFFFAOYSA-N,NA,NA,NA,NA
Natrium,NA,CAS_7440-23-5,KEAYESYHFKHZAL-UHFFFAOYSA-N,NA,NA,NA,NA
Strontium,NA,CAS_7440-24-6,CIOAGBVUUVVLOB-UHFFFAOYSA-N,NA,NA,NA,NA
Tantal,NA,CAS_7440-25-7,GUVRBAGPIYLISA-UHFFFAOYSA-N,NA,NA,NA,NA
Terbium,NA,CAS_7440-27-9,GZCRRIHWUXGPOV-UHFFFAOYSA-N,NA,NA,NA,NA
Thallium,NA,CAS_7440-28-0,BKVIYDNLLOSFOA-UHFFFAOYSA-N,NA,NA,NA,NA
Thorium,NA,CAS_7440-29-1,ZSLUVFAKFWKJRC-UHFFFAOYSA-N,NA,NA,NA,NA
Thorium-232,NA,CAS_7440-29-1,ZSLUVFAKFWKJRC-UHFFFAOYSA-N,NA,NA,NA,NA
Thulium,NA,CAS_7440-30-4,FRNOGLGSGLTDKL-UHFFFAOYSA-N,NA,NA,NA,NA
Tinn,NA,CAS_7440-31-5,ATJFFYVFTNAWJD-UHFFFAOYSA-N,NA,NA,NA,NA
Titan,NA,CAS_7440-32-6,RTAQQCXQSZGOHL-UHFFFAOYSA-N,NA,NA,NA,NA
Wolfram,NA,CAS_7440-33-7,WFKWXMTUELFFGS-UHFFFAOYSA-N,NA,NA,NA,NA
Antimon,NA,CAS_7440-36-0,WATWJIUSRGPENY-UHFFFAOYSA-N,NA,NA,NA,NA
Arsen,NA,CAS_7440-38-2,RQNWIZPPADIBDY-UHFFFAOYSA-N,NA,NA,NA,NA
Barium,NA,CAS_7440-39-3,DSAJWYNOEDNPEQ-UHFFFAOYSA-N,NA,NA,NA,NA
Beryllium,NA,CAS_7440-41-7,ATBAMAFKBVZNFJ-UHFFFAOYSA-N,NA,NA,NA,NA
Bor,NA,CAS_7440-42-8,ZOXJGFHDIHLPTG-UHFFFAOYSA-N,NA,NA,NA,NA
Kadmium,NA,CAS_7440-43-9,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,NA,NA,NA,NA
Cerium,NA,CAS_7440-45-1,GWXLDORMOJMVQZ-UHFFFAOYSA-N,NA,NA,NA,NA
Cesium,NA,CAS_7440-46-2,TVFDJXOCXUVLDH-UHFFFAOYSA-N,NA,NA,NA,NA
Krom,NA,CAS_7440-47-3,VYZAMTAEIAYCRO-UHFFFAOYSA-N,NA,NA,NA,NA
Kobolt,NA,CAS_7440-48-4,GUTLYIVDDKVIGB-UHFFFAOYSA-N,NA,NA,NA,NA
Kobber,NA,CAS_7440-50-8,RYGMFSIKBFXOCR-UHFFFAOYSA-N,NA,NA,NA,NA
Erbium,NA,CAS_7440-52-0,UYAHIZSMUZPPFV-UHFFFAOYSA-N,NA,NA,NA,NA
Europium,NA,CAS_7440-53-1,OGPBJKLSAFTDLK-UHFFFAOYSA-N,NA,NA,NA,NA
Gadolinium,NA,CAS_7440-54-2,UIWYJDYFSGRHKR-UHFFFAOYSA-N,NA,NA,NA,NA
Gallium,NA,CAS_7440-55-3,GYHNNYVSQQEPJS-UHFFFAOYSA-N,NA,NA,NA,NA
Germanium,NA,CAS_7440-56-4,GNPVGFCGXDBREM-UHFFFAOYSA-N,NA,NA,NA,NA
Hafnium,NA,CAS_7440-58-6,VBJZVLUMGGDVMO-UHFFFAOYSA-N,NA,NA,NA,NA
Holmium,NA,CAS_7440-60-0,KJZYNXUDTRRSPN-UHFFFAOYSA-N,NA,NA,NA,NA
Uran,NA,CAS_7440-61-1,JFALSRSLKYAFGM-UHFFFAOYSA-N,NA,NA,NA,NA
Uran-238,NA,CAS_7440-61-1,JFALSRSLKYAFGM-UHFFFAOYSA-N,NA,NA,NA,NA
Vanadium,NA,CAS_7440-62-2,LEONUFNNVUYDNQ-UHFFFAOYSA-N,NA,NA,NA,NA
Ytterbium,NA,CAS_7440-64-4,NAWDYIZEMPQZHO-UHFFFAOYSA-N,NA,NA,NA,NA
Yttrium,NA,CAS_7440-65-5,VWQVUPCCIRVNHF-UHFFFAOYSA-N,NA,NA,NA,NA
Sink,NA,CAS_7440-66-6,HCHKCACWOHOZIP-UHFFFAOYSA-N,NA,NA,NA,NA
Zirkonium,NA,CAS_7440-67-7,QCWXUUIWCKQGHC-UHFFFAOYSA-N,NA,NA,NA,NA
Vismut,NA,CAS_7440-69-9,JCXGWMGPZLAOME-UHFFFAOYSA-N,NA,NA,NA,NA
Kalsium,NA,CAS_7440-70-2,OYPRJOBELJOOCE-UHFFFAOYSA-N,NA,NA,NA,NA
Indium,NA,CAS_7440-74-6,APFVFJFRJDLVQX-UHFFFAOYSA-N,NA,NA,NA,NA
PCB114,NA,CAS_74472-37-0,SXZSFWHOSHAKMN-UHFFFAOYSA-N,NA,NA,NA,NA
Metan,NA,CAS_74-82-8,VNWKTOKETHGBQD-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluorundekanesulfonsyre (PFUnS),NA,CAS_749786-16-1,UKHUPOMCGUFNAP-UHFFFAOYSA-N,NA,NA,NA,NA
Kloretylen,NA,CAS_75-01-4,BZHJMEDXRYGGRV-UHFFFAOYSA-N,NA,NA,NA,NA
Diklormetan,NA,CAS_75-09-2,YMWUJEATGCHHMB-UHFFFAOYSA-N,NA,NA,NA,NA
"1,3-Dinitropyren (1,3-dNPY)",NA,CAS_75321-20-9,KTNUVDBUEAQUON-UHFFFAOYSA-N,NA,NA,NA,NA
Dikloretylen,NA,CAS_75-35-4,LGXVIGDEPROXKC-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluoroktansulfonamid (PFOSA),NA,CAS_754-91-6,RRRXPPIDPYTNJG-UHFFFAOYSA-N,NA,NA,NA,NA
F-53,NA,CAS_754925-54-7,VFIFNBRMFPEUOK-UHFFFAOYSA-N,NA,NA,NA,NA
F-53B Minor,NA,CAS_756426-58-1,GGOUUEMCWBTDMT-UHFFFAOYSA-N,NA,NA,NA,NA
"1H,1H,2H,2H-perfluorheksansulfonsyre (4:2 FTS)",NA,CAS_757124-72-4,TXGIGTRUEITPSC-UHFFFAOYSA-N,NA,NA,NA,NA
Trifluoretanol,NA,CAS_75-89-8,RHQDFWAXVIIEBN-UHFFFAOYSA-N,NA,NA,NA,NA
Trifluoreddiksyre,NA,CAS_76-05-1,DTQVDTLACAAQTR-UHFFFAOYSA-N,NA,NA,NA,NA
9H-Perfluornonansyre (9H-PFNA),NA,CAS_76-21-1,RARQGXBOCXOJPM-UHFFFAOYSA-N,NA,NA,NA,NA
Heptaklor,NA,CAS_76-44-8,FRCCEHPWNOQAEU-UHFFFAOYSA-N,NA,NA,NA,NA
PCB122,NA,CAS_76842-07-4,GWOWBISZHLPYEK-UHFFFAOYSA-N,NA,NA,NA,NA
Fosfat,NA,CAS_7723-14-0,NBIIXXVUZAFLBC-UHFFFAOYSA-K,NA,NA,NA,NA
Totalfosfor,NA,CAS_7723-14-0,OAICVXFJPJFONN-UHFFFAOYSA-N,NA,NA,NA,NA
Bisfenol B,NA,CAS_77-40-7,HTVITOHKHWFJKO-UHFFFAOYSA-N,NA,NA,NA,NA
8-Klorperfluoroktansulfonsyre (Cl-PFOS),NA,CAS_777011-38-8,TXNZTTQBKZRWQR-UHFFFAOYSA-N,NA,NA,NA,NA
Selen,NA,CAS_7782-49-2,BUGBHKTXTAQXES-UHFFFAOYSA-N,NA,NA,NA,NA
alfa-Pinen,NA,CAS_7785-70-8,GRWFGVWFFZKLTI-RKDXNWHRSA-N,NA,NA,NA,NA
Tributyl o-acetylcitrat,NA,CAS_77-90-7,QZCLKYGREBVARF-UHFFFAOYSA-N,NA,NA,NA,NA
4-tert-butyl-fenyl-4'-isopropyl-fenylamin,NA,CAS_782504-35-2,QSQSJBUBCKHJFG-UHFFFAOYSA-N,NA,NA,NA,NA
Tri-o-kresylfosfat (ToCrP),NA,CAS_78-30-8,YSMRWXYRXBRSND-UHFFFAOYSA-N,NA,NA,NA,NA
Tris(4-tert-butylfenyl) fosfat,NA,CAS_78-33-1,LORSVOJSXMHDHF-UHFFFAOYSA-N,NA,NA,NA,NA
Trietylfosfat (TEP),NA,CAS_78-40-0,DQWPFSLDHJDLRL-UHFFFAOYSA-N,NA,NA,NA,NA
Tri(2-etylhexyl) fosfat (TEHP),NA,CAS_78-42-2,GTVWRXDRKAHEAD-UHFFFAOYSA-N,NA,NA,NA,NA
Tri(2-butoxyetyl)fosfat (TBEP),NA,CAS_78-51-3,WTLBZVNBAKMVDP-UHFFFAOYSA-N,NA,NA,NA,NA
Monobutyltinn kation (MBT),NA,CAS_78733-54-9,NPAIMXWXWPJRES-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2-Diklorpropan",NA,CAS_78-87-5,KNKRKFALVUDBJE-UHFFFAOYSA-N,NA,NA,NA,NA
op'-DDT,NA,CAS_789-02-6,CVUGPAFCQJIYDT-UHFFFAOYSA-N,NA,NA,NA,NA
"1,1,2-Trikloretan",NA,CAS_79-00-5,UBOXGVDOUJQMTN-UHFFFAOYSA-N,NA,NA,NA,NA
"1,1,2-Trikloreten",NA,CAS_79-01-6,XSTXAVWGXDQKEL-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluortridekansulfonsyre (PFTrS),NA,CAS_791563-89-8,JMIXTHMPTMXARZ-UHFFFAOYSA-N,NA,NA,NA,NA
"1,1,2,2-Tetrakloretan",NA,CAS_79-34-5,QPFMBZIOSGYJDE-UHFFFAOYSA-N,NA,NA,NA,NA
Sertralin (legemiddel),NA,CAS_79617-96-2,VGKDLMBJGBXTGI-SJCJKPOMSA-N,NA,NA,NA,NA
"2,5-ditert-pentylhydroquinon",NA,CAS_79-74-3,CZNRFEXEPBITDS-UHFFFAOYSA-N,NA,NA,NA,NA
OH-PBDE47,NA,CAS_79755-43-4,SNCQITRZEBFIRW-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluordodekansulfonsyre (PFDoS),NA,CAS_79780-39-5,CFCRODHVHXGTPC-UHFFFAOYSA-N,NA,NA,NA,NA
Tetrabrombisfenol A,NA,CAS_79-94-7,VEORPZCZECFIRK-UHFFFAOYSA-N,NA,NA,NA,NA
Bisfenol A,NA,CAS_80-05-7,IISBACLAFKSPIT-UHFFFAOYSA-N,NA,NA,NA,NA
Bisfenol S,NA,CAS_80-09-1,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,NA,NA,NA,NA
Mineralolje,NA,CAS_8012-95-1,NA,NA,NA,NA,NA
Spiramycin (legemiddel),NA,CAS_8025-81-8,ACTOXUHEUCPTEW-JMRHEKERSA-N,NA,NA,NA,NA
4-tert-Pentylfenol,NA,CAS_80-46-6,NRZWYNLTFLDQQX-UHFFFAOYSA-N,NA,NA,NA,NA
Lilial,NA,CAS_80-54-6,SDQFDHOLCGWZPU-UHFFFAOYSA-N,NA,NA,NA,NA
"2H,2H,3H,3H-Perfluordekansyre (7:3 FTCA)",NA,CAS_812-70-4,HLBRGVKRZQSQHB-UHFFFAOYSA-N,NA,NA,NA,NA
Warfarin,NA,CAS_81-81-2,PJVWKTKQMONHTI-UHFFFAOYSA-N,NA,NA,NA,NA
Ofloksacin (legemiddel),NA,CAS_82419-36-1,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluorpentansulfonamid (PFPeSA),NA,CAS_82765-76-2,KTCODRNGNIXYDE-UHFFFAOYSA-N,NA,NA,NA,NA
"2,3,6-trimetylnaftalen",NA,CAS_829-26-5,UNBZRJCHIWTUHB-UHFFFAOYSA-N,NA,NA,NA,NA
Teflubenzuron,NA,CAS_83121-18-0,CJDWRQLODFKPEL-UHFFFAOYSA-N,NA,NA,NA,NA
1-metylfenantren,NA,CAS_832-69-9,DOWJXOHBNXRUOD-UHFFFAOYSA-N,NA,NA,NA,NA
Acenaften,NA,CAS_83-32-9,CWRYPZZKDGJXCA-UHFFFAOYSA-N,NA,NA,NA,NA
8:2 Cl-PFAES,NA,CAS_83329-89-9,BDKYEEMJFNONPU-UHFFFAOYSA-M,NA,NA,NA,NA
"2,4'-Bisfenol A",NA,CAS_837-08-1,MLCQXUZZAXKTSG-UHFFFAOYSA-N,NA,NA,NA,NA
(E)-EHMC,NA,CAS_83834-59-7,XIOBZUDJYKXUEL-DTQAZKPQSA-N,NA,NA,NA,NA
Bisfenol Z,NA,CAS_843-55-0,SDDLEVPIDBLVHC-UHFFFAOYSA-N,NA,NA,NA,NA
Disykloheksylftalat,NA,CAS_84-61-7,VOWAEIGWURALJQ-UHFFFAOYSA-N,NA,NA,NA,NA
Dietylftalat,NA,CAS_84-66-2,FLKPEMZONWLCSK-UHFFFAOYSA-N,NA,NA,NA,NA
Diisobutylftalat,NA,CAS_84-69-5,MGWAVDBGNNKXQV-UHFFFAOYSA-N,NA,NA,NA,NA
Dibutylftalat,NA,CAS_84-74-2,DOIRQSBPFJWKBE-UHFFFAOYSA-N,NA,NA,NA,NA
Diheksylftalat,NA,CAS_84-75-3,KCXZNSGUUQJJTR-UHFFFAOYSA-N,NA,NA,NA,NA
Dinonylftalat,NA,CAS_84-76-4,DROMNWUQASBTFM-UHFFFAOYSA-N,NA,NA,NA,NA
Didecylftalat,NA,CAS_84-77-5,PGIBJVOPLXHHGS-UHFFFAOYSA-N,NA,NA,NA,NA
4-iso-Nonylfenol,NA,CAS_84852-15-3,JSFITYFUKSFPBZ-UHFFFAOYSA-N,NA,NA,NA,NA
Dekabromdifenyletan,NA,CAS_84852-53-9,BZQKBFHEWDPQHD-UHFFFAOYSA-N,NA,NA,NA,NA
Fenantren,NA,CAS_85-01-8,YNPNZTXNASCQKK-UHFFFAOYSA-N,NA,NA,NA,NA
Pentabrometylbenzen,NA,CAS_85-22-3,FIAXCDIQXHJNIX-UHFFFAOYSA-N,NA,NA,NA,NA
Kortkjedete klorparafiner (C10-13),NA,CAS_85535-84-8,QKUNKVYPGIOQNP-UHFFFAOYSA-N,NA,NA,NA,NA
Mellomkjedete klorparafiner (C14-17),NA,CAS_85535-85-9,UNUODZXWGYJEJA-UHFFFAOYSA-N,NA,NA,NA,NA
Langkjedete klorparafiner (C18-28),NA,CAS_85535-86-0,NA,NA,NA,NA,NA
Butylbenzylftalat,NA,CAS_85-68-7,IRIAEXORFWYRCZ-UHFFFAOYSA-N,NA,NA,NA,NA
Perfluor-4-metoksybutansyre (14-PFECA),NA,CAS_863090-89-5,CZTBTZZANBJSLY-UHFFFAOYSA-N,NA,NA,NA,NA
"1H,1H,2H,2H-perfluordodekanol (10:2 FTOH)",NA,CAS_865-86-1,FLXYIZWPNQYPIT-UHFFFAOYSA-N,NA,NA,NA,NA
Fluoren,NA,CAS_86-73-7,NIHNNTQXNPWCJQ-UHFFFAOYSA-N,NA,NA,NA,NA
Trioktyltinn,NA,CAS_869-59-0,XMHKTINRBAKEDS-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2,3-triklorbenzen",NA,CAS_87-61-6,RELMFMZEBKVZJC-UHFFFAOYSA-N,NA,NA,NA,NA
"2,6-diklorfenol",NA,CAS_87-65-0,HOLHYSJJBXSLMV-UHFFFAOYSA-N,NA,NA,NA,NA
Heksaklorbutadien,NA,CAS_87-68-3,RWNKSTSCBHKHTB-UHFFFAOYSA-N,NA,NA,NA,NA
Heksabrombenzen,NA,CAS_87-82-1,CAYGQBVSOZLICD-UHFFFAOYSA-N,NA,NA,NA,NA
Pentabromtoluen,NA,CAS_87-83-2,OZHJEQVYCBTHJT-UHFFFAOYSA-N,NA,NA,NA,NA
Pentaklorfenol,NA,CAS_87-86-5,IZUPBVBPLAPZRR-UHFFFAOYSA-N,NA,NA,NA,NA
Dibutyltinn kation (DBT),NA,CAS_878794-24-2,PQWINHWBRIYBSP-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2,3-trimetylnaftalen",NA,CAS_879-12-9,RQHPYGROUIBUSW-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4,6-triklorfenol",NA,CAS_88-06-2,LINPIYWFGCPVIE-UHFFFAOYSA-N,NA,NA,NA,NA
"2,2'-metylenbis(4-etyl-6-tert-butylfenol)",NA,CAS_88-24-4,GPNYZBKIGXGYNU-UHFFFAOYSA-N,NA,NA,NA,NA
"2,6-ditert-butyl-4-(hydroksymetyl)fenol",NA,CAS_88-26-6,HNURKXXMYARGAY-UHFFFAOYSA-N,NA,NA,NA,NA
2-fenylbenzotiazol,NA,CAS_883-93-2,XBHOUXSGHYZCNH-UHFFFAOYSA-N,NA,NA,NA,NA
(4-cykloheksylfenyl)-(4-isopropylfenyl)amin,NA,CAS_886365-92-0,UXZMIAMPVHCAIH-UHFFFAOYSA-N,NA,NA,NA,NA
Terbutryn,NA,CAS_886-50-0,IROINLKCQGIITA-UHFFFAOYSA-N,NA,NA,NA,NA
2-isopropylfenol,NA,CAS_88-69-7,CRBJBYGJVIBWIY-UHFFFAOYSA-N,NA,NA,NA,NA
"N-(4-Bifenyl)-(9,9-dimetylfluoren-2-yl)amin",NA,CAS_897671-69-1,QRMLAMCEPKEKHS-UHFFFAOYSA-N,NA,NA,NA,NA
Polyvinylklorid (PVC),NA,CAS_9002-86-2,NA,NA,NA,NA,NA
Polyetylen,NA,CAS_9002-88-4,VGGSQFUCUMXWEO-UHFFFAOYSA-N,NA,NA,NA,NA
Polypropylen,NA,CAS_9003-07-0,NSYDMBURIUSUDH-RTWAWAEBSA-N,NA,NA,NA,NA
Flocoumafen,NA,CAS_90035-08-8,KKBGNYHHEIAGOH-UHFFFAOYSA-N,NA,NA,NA,NA
Polystyren,NA,CAS_9003-53-6,NA,NA,NA,NA,NA
Polymetylmetakrylat (PMMA),NA,CAS_9011-14-7,BHIWKHZACMWKOJ-UHFFFAOYSA-N,NA,NA,NA,NA
1-metylnaftalen,NA,CAS_90-12-0,QPUYECUOLPXSFR-UHFFFAOYSA-N,NA,NA,NA,NA
Naftalen,NA,CAS_91-20-3,UFWIBTONFRDIAS-UHFFFAOYSA-N,NA,NA,NA,NA
"2H,2H,3H,3H-Perfluoroktansyre (5:3 FTCA)",NA,CAS_914637-49-3,ABFCFCPCGMHSRX-UHFFFAOYSA-N,NA,NA,NA,NA
2-metylnaftalen,NA,CAS_91-57-6,QIMMUPPBPVKWKM-UHFFFAOYSA-N,NA,NA,NA,NA
Jodiksanol  (legemiddel),NA,CAS_92339-11-2,NBQNWMBBSKPBAY-UHFFFAOYSA-N,NA,NA,NA,NA
N-nitrosodibutylamin,NA,CAS_924-16-3,YGJHZCLPZAZIHH-UHFFFAOYSA-N,NA,NA,NA,NA
Bifenyl,NA,CAS_92-52-4,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,NA,NA,NA,NA
PBB15,NA,CAS_92-86-4,HQJQYILBCQPYBI-UHFFFAOYSA-N,NA,NA,NA,NA
N-nitrosopyrrolidin,NA,CAS_930-55-2,WNYADZVDBIBLJJ-UHFFFAOYSA-N,NA,NA,NA,NA
"2,3,6-triklorfenol",NA,CAS_933-75-5,XGCHAIDDPMFRLJ-UHFFFAOYSA-N,NA,NA,NA,NA
"2,3,5-triklorfenol",NA,CAS_933-78-8,WWGQHTJIFOQAOC-UHFFFAOYSA-N,NA,NA,NA,NA
Bensotiasolon,NA,CAS_934-34-9,YEDUAINPPJYDJZ-UHFFFAOYSA-N,NA,NA,NA,NA
"2,3,5,6-tetraklorfenol",NA,CAS_935-95-5,KEWNKZNZRIAIAK-UHFFFAOYSA-N,NA,NA,NA,NA
Mekoprop,NA,CAS_93-65-2,WNTGYJSOUMFZEP-UHFFFAOYSA-N,NA,NA,NA,NA
PBDE77,NA,CAS_93703-48-1,RYGLOWMCGZHYRQ-UHFFFAOYSA-N,NA,NA,NA,NA
Fenoprop,NA,CAS_93-72-1,ZLSWBLPERHFHIS-UHFFFAOYSA-M,NA,NA,NA,NA
Propylparaben,NA,CAS_94-13-3,QELSKZZBTMNZEB-UHFFFAOYSA-N,NA,NA,NA,NA
Benzotiazol-2-sulfonsyre,NA,CAS_941-57-1,ZCXGMSGCBDSEOY-UHFFFAOYSA-N,NA,NA,NA,NA
Butylparaben,NA,CAS_94-26-8,QFOHBWFCKVYLES-UHFFFAOYSA-N,NA,NA,NA,NA
"N-(4-(tert-Butyl)fenyl)-9,9-dimetyl-9H-fluoren-2-amin",NA,CAS_944418-46-6,NVCQMRCDIJQSAP-UHFFFAOYSA-N,NA,NA,NA,NA
MCPA,NA,CAS_94-74-6,WHKUVVPPKQRRBV-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4-diklorfenoksyeddiksyre (2,4-D)",NA,CAS_94-75-7,OVSKIKFHRZPJSS-UHFFFAOYSA-N,NA,NA,NA,NA
MCPB,NA,CAS_94-81-5,LLWADFLAOKUBDR-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4-diklorfenoksysmørsyre",NA,CAS_94-82-6,YIVXMZJTEQBPQO-UHFFFAOYSA-N,NA,NA,NA,NA
"2-(1,3-benzotiazol-2-yltio)succinsyre",NA,CAS_95154-01-1,KRDSXENYLDIORL-UHFFFAOYSA-N,NA,NA,NA,NA
Bensotiasol,NA,CAS_95-16-9,IOJUPLGTWVMSFF-UHFFFAOYSA-N,NA,NA,NA,NA
4-(4-isopropoksyfenylsulfonyl)fenol,NA,CAS_95235-30-6,ZTILAOCGFRDHBH-UHFFFAOYSA-N,NA,NA,NA,NA
N-tert-butylbenzotiazol-2-sulfenamid,NA,CAS_95-31-8,IUJLOAKJZQBENM-UHFFFAOYSA-N,NA,NA,NA,NA
N-Sykloheksyl-2-benzotiazosulfenamid,NA,CAS_95-33-0,DEQZTKGFXNUBJL-UHFFFAOYSA-N,NA,NA,NA,NA
o-Xylen,NA,CAS_95-47-6,CTQNGGLPUBDAKN-UHFFFAOYSA-N,NA,NA,NA,NA
o-Cresol,NA,CAS_95-48-7,QWVGKYWNOKOFNN-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2-diklorbenzen",NA,CAS_95-50-1,RFFLAFLAYFXFSW-UHFFFAOYSA-N,NA,NA,NA,NA
2-klorfenol,NA,CAS_95-57-8,ISPYQTSUDJAMAB-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2,4-trimetylbenzen",NA,CAS_95-63-6,GWHJZXXIDMPWGX-UHFFFAOYSA-N,NA,NA,NA,NA
"3,4-dimetylfenol",NA,CAS_95-65-8,YCOXTKKNXUZSKD-UHFFFAOYSA-N,NA,NA,NA,NA
"3,4-diklorfenol",NA,CAS_95-77-2,WDNBURPWRNALGP-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4-Diaminotoluen",NA,CAS_95-80-7,VOZKAJLKRJDJLL-UHFFFAOYSA-N,NA,NA,NA,NA
"Ammonium 4,8-dioksa-3H-perfluornonanoat",NA,CAS_958445-44-8,PLWXPXSPYCHPTF-UHFFFAOYSA-N,NA,NA,NA,NA
"2,5-dimetylfenol",NA,CAS_95-87-4,NKTOLZVEWDHZMU-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2,4,5-tetraklorbenzen",NA,CAS_95-94-3,JHBKHLUZVFWLAG-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4,5-triklorfenol",NA,CAS_95-95-4,LHJGJYXLEPZJPM-UHFFFAOYSA-N,NA,NA,NA,NA
alfa-Endosulfan,NA,CAS_959-98-8,VAGOADMLDBRNCD-UHFFFAOYSA-N,NA,NA,NA,NA
Meropenem (legemiddel),NA,CAS_96036-03-2,DMJNNHOOLUXYBV-PQTSNVLCSA-N,NA,NA,NA,NA
"2,3-dibromopropan-1-ol",NA,CAS_96-13-9,QWVCIORZLNBIIC-UHFFFAOYSA-N,NA,NA,NA,NA
"4,4'-tiobis(6-tert-butyl-m-cresol)",NA,CAS_96-69-5,HXIQYSLFEXIOAV-UHFFFAOYSA-N,NA,NA,NA,NA
"2,4-di-tert-butylfenol",NA,CAS_96-76-4,ICKWICRCANNIBI-UHFFFAOYSA-N,NA,NA,NA,NA
Diklorofen,NA,CAS_97-23-4,MDNWOSOZYLHTCG-UHFFFAOYSA-N,NA,NA,NA,NA
Irinotekan (legemiddel),NA,CAS_97682-44-5,UWKQSNNFCGGAFS-XIFFEERXSA-N,NA,NA,NA,NA
4-tert-butylfenol,NA,CAS_98-54-4,QHPQWRBYOIRBIT-UHFFFAOYSA-N,NA,NA,NA,NA
"2-Bromallyl-2,4,6-tribromfenyleter",NA,CAS_99717-56-3,RLPZXGWCSHFKJI-UHFFFAOYSA-N,NA,NA,NA,NA
Metylparaben,NA,CAS_99-76-3,LXCFILQKKLGQFO-UHFFFAOYSA-N,NA,NA,NA,NA
p-Cymene,NA,CAS_99-87-6,HFPZCAJZSCWRBC-UHFFFAOYSA-N,NA,NA,NA,NA
Biotilgjengelig bly,NA,CAS_PB_BIO,WABPQHHGFIMREM-UHFFFAOYSA-N,NA,NA,NA,NA
"1,2,3,4,7,8/1,2,3,4,7,9-HxCDF",NA,CAS_NA,NA,NA,Mixture,NA,NA
4:2 Cl-PFAES,NA,CAS_NA,NA,NA,Not found,NA,NA
Antall EPT arter/taksa limnisk/lotisk bunnfauna,NA,CAS_NA,NA,NA,NA,NA,NA
Antall individer fisk (art) innen en gitt aldersgruppe,NA,CAS_NA,NA,NA,NA,NA,NA
Artsforekomst,NA,CAS_NA,NA,NA,NA,NA,NA
Average Score per Taxon (ASPT),NA,CAS_NA,NA,NA,NA,NA,NA
Begroing EQR eutrofiering,NA,CAS_NA,NA,NA,NA,NA,NA
Begroing nEQR eutrofiering,NA,CAS_NA,NA,NA,NA,NA,NA
Begroing nEQR forsuring,NA,CAS_NA,NA,NA,NA,NA,NA
BTEX,NA,CAS_NA,NA,NA,NA,NA,NA
